QID,Label,Description
Q12974460,Hindu Religious and Charitable Endowments Department,A department of government of Tamilnadu to maintain Hindu temples.
Q13007433,,
Q13028736,Belarusian National Party,
Q13028752,Belarusian Social Democratic Worker's Group,Belarusian political party (1915-1918)
Q13032602,,
Q13060190,typecast actor,
Q13134747,Batavian Commonwealth,
Q13174349,,
Q13211653,,
Q13219637,cellist,musician who plays the cello
Q13235160,manufacturer,individual or organization that creates goods and services
Q13365916,prison warden,official in charge of a prison
Q13381376,weightlifter,sportsperson who competes in weightlifting competitions
Q13382981,luger,sportsperson taking part in luging competitions
Q13393921,pioneer,soldier tasked with engineering and construction
Q13405524,Macedonian Empire,"Imperial state established by king Alexander III the Great from Macedonia proper and subjected Greek poleis in Southeastern Europe to Egypt, Western Asia and parts of Southern and Central Asia (334 – 301 BCE)"
Q13415118,Fondation Carmignac,French art organization
Q13416468,,
Q13416803,epidemiologist,researcher on how diseases are spread
Q13420023,Liberal Reformists Party (Moldova),
Q13423499,mayor of a place in the Netherlands,mayor in the Netherlands
Q13437115,Ohkay Owingeh,New Mexico Place listed on National Register of Historic Places
Q13464497,pole vaulter,athlete in pole vaulting competitions
Q13479777,Officer in The Salvation Army,Salvationist
Q13583391,,
Q13586836,Christian Democrat Party,
Q13615267,,
Q13638192,obstetrician,medical profession
Q13645132,Lord Mayor of Dublin,honorific title of the chairperson of Dublin City Council
Q14015517,Christian Democratic Party of Greece,conservative and Christian democratic political party in Greece
Q14128148,gridiron football player,"player of American football, Canadian football or other gridiron football variants"
Q14150312,Baath Party (Iraqi-dominated faction),Iraqi political party (1963-2003)
Q14303464,2014 Egyptian presidential election,presidential election in Egypt held between 26 and 28 May 2014
Q14396128,judaism,Israeli Jews who perceive and define themselves as neither strictly religious nor secular
Q14466416,copywriter,person who does copywriting
Q14515331,steward,management
Q14541763,Supreme Marshal of the Kingdom of Bohemia,Czech provincial office
Q14565683,Nazism and occultism,speculation about Nazism and occultism
Q14653931,human rights,
Q14761450,Member of Congress,person who has been appointed or elected to a congress
Q14805828,Prisoner of Zion,
Q14874943,English River First Nation,
Q14905932,Republic of Cuba,historical period in Cuba from 1902 to 1959
Q14915643,Newfoundland People's Party,
Q14923603,Dawn of Direct Democracy,Czech political party
Q14942729,Hongkong Civic Association,
Q14942945,God's Wife of Amun,highest-ranking priestess of the Amun cult
Q15077007,podcaster,person who creates podcasts
Q15078639,Senior Counsel,senior lawyer in Hong Kong
Q15078788,broadcasting,distribution of audio and video content to a dispersed audience via any audio or visual mass communications medium
Q15095148,grafitti artist,artist who specializes in graffiti
Q15143191,science communicator,person who explains science to non-experts and the public
Q15145779,cisgender female,female person who was assigned female at birth
Q15149813,Chouan,
Q15264045,Empress regnant,female monarch who rules an Empire in her own right
Q15301511,vase painter,profession
Q15306067,triathlete,person who takes part in triathlons
Q15401579,,
Q15407657,laity,all members who are not a part of the clergy
Q15456227,Per l'Italia,Italian political party
Q15616114,February 1920 The Wrekin by-election,
Q15616263,1922 South Londonderry by-election,UK Parliamentary by-election
Q15618890,ventriloquist,performer of ventriloquism
Q15638403,Hereditary Marshal of Hesse,
Q15639359,Independent Hungarian Democratic Party,
Q15660124,Film Writers Association,labor union
Q15669672,Polier,German term: a job title in the construction industry for the head of a construction site or a construction site section
Q15709731,Bangsamoro Islamic Freedom Fighters,Islamist militant organization in the Philippines
Q15710741,Master of Arts in Geography and International Relations,
Q15711304,Licentiate of Technology,academic degree
Q15740192,,
Q15804622,,
Q15805430,,
Q15813351,municipal council in Canada,
Q15818143,Chairman of the supervisory board,
Q15824804,Kénédougou Kingdom,Kénédougou Kingdom
Q15839136,cell biologist,scientist specializing in cytology
Q15842239,respondent,defender of a doctoral thesis
Q15850226,Team Stronach Salzburg,Austrian political organisation
Q15903719,Taiwanese National Party,
Q15920068,The River,Greek political party
Q15925616,,
Q15953679,Croatian Sustainable Development,political party in Croatia
Q15962734,mutineer,person involved in a mutiny
Q15976715,interlinguist,specialist in interlinguistics
Q15977509,industrial designer,profession
Q15977906,experimental artist,
Q15980319,fast talker,
Q15980773,Western Australian Liberal Party (1911–1917),political party
Q15980804,media professional,occupation
Q15980844,United Left (Ireland),Irish political party
Q15984928,Conservative Party,former political party in Mexico
Q15985228,Green Party,Malagasy political party
Q15987432,,Wikimedia list article
Q15991192,Sanskrit scholar,
Q16000050,Solidarity,political party in Ireland
Q16003594,socialist,supporters of socialism
Q16007968,Afghans,citizens or residents of Afghanistan
Q16009147,mayor of a place in Belgium,mayor (bourgmestre) in Belgium
Q16009148,Brigadegeneral,
Q16012028,legal scholar,researcher whose focus is on legal issues
Q16023925,storyteller,one who tells stories (not a narrator)
Q16026109,technologist,professional at studying or using technology
Q16027666,,
Q16030727,orthopedic surgeon,occupation
Q16062369,oncologist,"physician with a medical specialism in oncology (prevention, diagnosis, and treatment of cancer)"
Q16086036,Stavilac,
Q16102026,juror,any of the sworn persons making up a jury
Q16102070,Marineoffizier,German navy officer
Q16126822,,
Q16147080,African Democratic Rally,political party in Burkina Faso
Q16152214,Moroccan Jews,ethnic group
Q16154896,session musician,profession; musician hired to perform in recording sessions or live performances
Q16157109,Hetman of Zaporizhian Host,Hetman (ger. Hauptman) - the leader of Zaporozhian Cossacks Army
Q16185932,Donetsk Republic,pro-Russian separatist organization
Q16240266,pickpocket,thief who engages in pickpocketing
Q16250994,Independent Network,organization
Q16254337,siviløkonom,Professional title used by business graduates in Norway
Q16258040,1993 Newbury by-election,
Q16267158,papyrologist,
Q16270914,brushmaker,person who makes brushes
Q16278293,Lawyer,given name
Q16292207,,Wikimedia disambiguation page
Q16295300,FPÖ Vorarlberg,Freedom Party of Austria organisation for federal state Vorarlberg
Q16316590,,
Q16323111,peace activist,activist focused on avoiding war
Q16327973,Union for the Homeland and the People,
Q16331179,custom clearance,
Q16334507,bryologist,bryology specialist
Q16341359,,
Q16353016,Prosecutor General,
Q16354685,Rashtriya Lok Samata Party,political party in India
Q16361626,,
Q16370640,,
Q16387970,,
Q16402890,draughts player,person who plays draughts professionally
Q16402902,,
Q16482099,Japanese people of Argentine descent,
Q16485594,Japanese-style painter,
Q16511993,queen,class of female monarch
Q16529126,Association nationale républicaine,
Q16547793,Agrotiko Komma Hellados,
Q16561258,,
Q16561954,Green Italy,
Q16574916,ski instructor,
Q16632551,ranger,guardian of a protected area
Q16641963,self-employer,
Q16658624,runologist,specialist in the study of runes and runic writings
Q16678008,,
Q16715787,Secretary of National Security and Defense Council of Ukraine,
Q16724455,mythologist,
Q16745601,quantum physicist,physicist specializing in quantum physics
Q16747019,hypnotherapist,profession; person practising hypnotherapy
Q16748751,emotion psychologist,
Q16755977,racial theorist,
Q16761250,Republika Srpska,former proto-state
Q16800781,"Newark by-election, 2014",
Q16822524,June 1873 Bath by-election,
Q16823272,1874 Birkenhead by-election,UK Parliamentary by-election
Q16824370,1940 Brighton by-election,UK Parliamentary by-election
Q16825331,Arab Socialist Union,Iraqi political party
Q16833704,1880 Drogheda by-election,UK Parliamentary by-election
Q16842480,political analysis,
Q16846785,1931 Bristol East by-election,UK Parliamentary by-election
Q16848494,1876 Ipswich by-election,UK Parliamentary by-election
Q16855833,2012 Guinea-Bissau presidential election,
Q16860798,somalist,specialist in Somali studies
Q16878845,theatrical censor,
Q16889681,1931 Pontypridd by-election,UK Parliamentary by-election
Q16890434,Isandra Mivoatsa,political party in Madagascar
Q16892907,1938 Pontypridd by-election,UK Parliamentary by-election
Q16902282,1929 Leeds South East by-election,UK Parliamentary by-election
Q16909627,1943 Woolwich West by-election,UK Parliamentary by-election
Q16909981,1934 Rushcliffe by-election,UK Parliamentary by-election
Q16910168,February 1940 Southampton by-election,
Q16910652,1874 Wigtown Burghs by-election,UK Parliamentary by-election
Q16919460,National Democratic Party,
Q16920598,Respect,political party in Haiti
Q16932470,1895 Speaker of the British House of Commons election,
Q16932738,Negro Republican Party,
Q16942189,Azov Battalion,Ukrainian National Guard regiment
Q16947675,gymnast,sportsperson specialized in gymnastics
Q16948376,Communist Party of India (Marxist-Leninist) Red Star,Indian political party
Q16949194,1902 Cleveland by-election,
Q16952085,Orissa Jana Congress,
Q16958921,1995 Northern Cyprus presidential election,
Q16961279,1908 Chelmsford by-election,
Q16961937,discussion moderator,person whose role is to mediate and administer a debate or discussion
Q16963761,Karshaka Thozhilali Party,
Q16967783,Progressive Front,
Q16972334,Centre for Animals and Social Justice,organization
Q16976628,Party for Economic Development and Solidarity,political party in Mali
Q16985212,The Brethren Church,"Anabaptist denomination in the United States, descended from the Schwarzenau Brethren."
Q16985279,Hungarian National Socialist Agricultural Labourers' and Workers' Party,
Q16993907,1991 Hemsworth by-election,
Q16997621,sawyer,"someone who saws wood, particularly using a pit saw"
Q17003538,Al-Wataniya,political coalition in Iraq
Q17006555,Caribbean people,residents or people from the Caribbean region
Q17015064,Bartender,2014 song performed by Lady Antebellum
Q17018217,Scotch-Irish Canadians,ethnic group
Q17020361,1940 Silvertown by-election,British wartime parliamentary contest
Q17022704,1934 Upton by-election,UK Parliamentary by-election
Q17055843,Ngāti Rangitihi,Māori iwi (tribe) in Aotearoa New Zealand
Q17056546,Unteroffizier,military rank of the Bundeswehr and of former German-speaking armed forces
Q17058512,Jai Prakash Janata Dal,political party in India
Q17059032,Espiritismo,term used in Latin America and the Caribbean
Q17059489,Yorkshire Party,British regional political party
Q17069868,Fiji First Party,political party in Fiji
Q17084448,Convention for Progress and the People,political party in Mali
Q17092702,1836 Republic of Texas presidential election,
Q17093221,postal clerk,"occupational specialty naval rating, in the US Navy"
Q17098338,Investment broker,analysis of securities by ratios
Q17098559,penciller,"artist who works in the creation of comic books, graphic novels, and similar visual art forms"
Q17100357,1988 United States presidential election in Arkansas,Election in Arkansas
Q17101989,Junker,German nobility title
Q17112693,United Party,
Q17119067,Doctor of Engineering,academic degree
Q17126042,,
Q17143199,medical examiner,person trained working with investigating deaths and injuries that occur under unusual or suspicious circumstances
Q17144420,Steuerberater,tax advisors in Germany
Q17149370,Archbishop of Prague,ordinary of the Roman Catholic Archdiocese of Prague
Q17193623,,
Q17197994,Democratic Current,Tunisian political party
Q17205896,Category:Kildin Sami,Wikimedia category
Q17265463,SECS,
Q17276298,selenographer,
Q17279877,Lower Brule Sioux Tribe,Native American tribal organization in South Dakota
